Date,Station Id,Station Name,Precipitation Increment (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values,Relative Humidity (pct) Mean of Hourly Values,Solar Radiation/langley Total (langley),Precipitation Accumulation (in) Start of Day Values
2017-05-12,2057,AAMU-JTG,,69,75,63,28.2,32.6,35.5,43.0,42.6,72,73,73,69,65,83,195.50,
2017-05-13,2057,AAMU-JTG,,65,74,52,30.4,32.5,34.9,42.8,42.5,70,71,71,69,65,76,364.00,
2017-05-14,2057,AAMU-JTG,,66,83,48,29.5,32.1,34.6,42.7,42.3,71,72,71,69,65,68,588.30,
2017-05-15,2057,AAMU-JTG,,71,87,55,27.5,31.1,34.5,42.5,42.2,74,74,73,69,66,70,572.60,
2017-05-16,2057,AAMU-JTG,,74,88,58,26.1,29.8,33.7,42.4,42.1,75,76,75,70,66,64,579.70,
2017-05-17,2057,AAMU-JTG,,79,88,70,24.6,28.4,,42.3,42.1,76,77,76,71,66,60,469.70,
2017-05-18,2057,AAMU-JTG,,75,83,68,22.8,27.7,,42.2,41.9,76,76,76,71,66,83,255.00,
2017-05-19,2057,AAMU-JTG,,79,90,70,22.2,27.1,,42.0,41.9,78,78,77,72,67,68,534.50,
2017-05-20,2057,AAMU-JTG,,75,87,65,26.7,30.7,,42.1,41.7,77,78,78,72,67,76,420.50,
2017-05-21,2057,AAMU-JTG,,71,80,64,37.0,37.8,,43.2,41.6,75,76,75,72,67,90,249.10,
2017-05-22,2057,AAMU-JTG,,69,76,63,34.4,36.7,,42.8,41.7,75,76,76,72,68,80,388.40,
2017-05-23,2057,AAMU-JTG,,69,77,64,38.2,39.5,,42.7,41.8,75,75,75,72,68,89,315.10,
2017-05-24,2057,AAMU-JTG,,63,69,55,39.1,40.0,,43.9,48.3,72,73,73,72,68,86,311.60,
2017-05-25,2057,AAMU-JTG,,61,72,52,39.1,39.8,,44.0,49.4,72,72,72,71,68,78,524.90,
2017-05-26,2057,AAMU-JTG,,69,84,50,36.0,37.9,,43.5,46.0,73,74,73,71,68,72,582.60,
2017-05-27,2057,AAMU-JTG,,74,83,63,34.4,37.1,,43.4,45.3,75,76,75,72,68,80,367.70,
2017-05-28,2057,AAMU-JTG,,71,82,63,39.9,40.4,,44.5,49.8,74,75,74,72,69,82,439.30,
2017-05-29,2057,AAMU-JTG,,70,80,64,37.6,38.6,,43.8,46.0,75,76,75,72,69,88,281.30,
2017-05-30,2057,AAMU-JTG,,71,83,61,36.3,37.7,,43.6,45.1,76,76,76,72,69,80,479.60,
2017-05-31,2057,AAMU-JTG,,71,84,60,33.8,36.3,,43.5,44.6,76,77,76,73,69,76,531.90,
2017-06-01,2057,AAMU-JTG,,71,84,60,31.2,34.8,,43.5,44.2,75,76,76,73,69,79,399.50,
2017-06-02,2057,AAMU-JTG,,74,86,64,29.3,33.6,,43.4,43.9,77,77,76,73,69,79,456.90,
2017-06-03,2057,AAMU-JTG,,76,87,64,27.6,32.0,,43.2,43.4,77,78,77,73,69,74,489.60,
2017-06-04,2057,AAMU-JTG,,75,86,69,27.7,31.9,,43.1,43.2,78,79,78,74,70,86,377.20,
2017-06-05,2057,AAMU-JTG,,73,79,69,38.0,40.1,,43.1,43.1,78,78,78,74,70,93,271.00,
2017-06-06,2057,AAMU-JTG,,74,82,66,37.4,39.3,,43.0,43.1,78,79,78,74,70,83,358.60,
2017-06-07,2057,AAMU-JTG,,69,79,58,35.6,38.5,,42.9,42.9,76,78,77,74,70,62,607.10,
2017-06-08,2057,AAMU-JTG,,66,78,56,33.1,37.6,,42.9,42.7,76,77,76,74,70,70,577.90,
2017-06-09,2057,AAMU-JTG,,68,82,53,31.2,36.6,,42.7,42.6,76,76,76,74,70,73,567.80,
2017-06-10,2057,AAMU-JTG,,73,87,58,29.5,35.8,,42.7,42.5,77,78,77,74,70,68,561.10,
2017-06-11,2057,AAMU-JTG,,76,88,62,28.5,35.0,,42.7,42.4,78,79,78,74,70,74,474.40,
2017-06-12,2057,AAMU-JTG,,80,91,70,27.8,34.4,,42.7,42.4,81,82,80,75,71,69,573.60,
2017-06-13,2057,AAMU-JTG,,76,89,66,26.9,33.6,,42.7,42.4,81,82,81,76,71,81,472.30,
2017-06-14,2057,AAMU-JTG,,80,91,68,26.1,32.9,,42.8,42.4,82,82,81,76,71,72,560.80,
2017-06-15,2057,AAMU-JTG,,73,90,63,27.3,34.3,,42.7,42.4,80,81,81,77,71,89,307.70,
2017-06-16,2057,AAMU-JTG,,73,86,63,29.6,35.4,,42.7,42.4,79,80,79,76,72,83,517.80,
2017-06-17,2057,AAMU-JTG,,77,91,65,28.6,34.6,,42.6,42.5,81,81,80,76,72,74,543.50,
2017-06-18,2057,AAMU-JTG,,76,87,67,27.6,33.8,,42.6,42.4,80,80,80,77,72,82,360.00,
2017-06-19,2057,AAMU-JTG,,73,82,67,34.0,38.0,,43.7,42.3,78,79,79,76,72,92,232.80,
2017-06-20,2057,AAMU-JTG,,73,85,66,34.1,38.0,,43.8,43.3,79,80,79,76,72,78,514.80,
2017-06-21,2057,AAMU-JTG,,75,82,67,32.9,37.4,,43.8,44.8,79,79,79,76,72,84,323.90,
2017-06-22,2057,AAMU-JTG,,74,77,70,37.5,40.6,,44.6,49.5,77,77,78,76,73,94,136.00,
2017-06-23,2057,AAMU-JTG,,75,82,73,38.8,41.4,,44.7,51.5,77,78,78,76,73,95,184.20,
2017-06-24,2057,AAMU-JTG,,75,84,63,38.2,41.1,,44.5,51.5,79,80,79,76,73,81,397.30,
2017-06-25,2057,AAMU-JTG,,68,80,56,36.1,39.3,,44.2,47.8,76,77,78,76,73,74,443.00,
2017-06-26,2057,AAMU-JTG,,69,81,54,35.6,38.5,,43.9,45.6,75,76,76,75,73,73,487.90,
2017-06-27,2057,AAMU-JTG,,69,81,59,34.5,38.1,,43.8,45.2,76,77,77,75,72,74,578.20,
2017-06-28,2057,AAMU-JTG,,74,87,56,33.1,37.6,,43.8,44.8,77,78,77,75,72,67,608.50,
2017-06-29,2057,AAMU-JTG,,74,83,71,33.5,37.0,,43.8,44.6,78,78,78,75,72,86,279.00,
2017-06-30,2057,AAMU-JTG,,77,86,71,38.1,40.1,,43.7,44.5,79,80,79,75,72,89,399.30,
2017-07-01,2057,AAMU-JTG,,80,90,73,37.2,39.8,,43.7,44.3,82,82,80,76,72,81,477.50,
2017-07-02,2057,AAMU-JTG,,76,86,69,36.6,39.0,,43.7,44.3,81,81,81,77,73,85,377.60,
2017-07-03,2057,AAMU-JTG,,74,88,69,37.4,39.7,,43.7,44.3,80,81,80,77,73,90,376.50,
2017-07-04,2057,AAMU-JTG,,77,88,69,41.3,42.0,,45.0,49.0,79,79,78,76,74,88,416.10,
2017-07-05,2057,AAMU-JTG,,76,87,70,39.6,40.9,,44.4,47.0,80,80,80,77,74,90,327.40,
2017-07-06,2057,AAMU-JTG,,77,87,71,40.7,42.0,,44.9,48.6,80,81,80,77,74,91,382.90,
2017-07-07,2057,AAMU-JTG,,77,87,70,40.3,42.0,,44.9,50.1,82,82,81,78,74,85,469.10,
2017-07-08,2057,AAMU-JTG,,78,87,69,38.3,40.7,,44.4,46.3,81,82,81,78,74,85,378.60,
2017-07-09,2057,AAMU-JTG,,75,86,65,37.0,40.1,,44.2,45.1,81,82,81,78,74,74,595.90,
2017-07-10,2057,AAMU-JTG,,76,90,62,35.3,39.4,,44.2,44.7,81,82,81,78,74,72,604.10,
2017-07-11,2057,AAMU-JTG,,78,90,62,33.5,38.6,,44.0,44.5,81,82,82,78,75,72,571.00,
2017-07-12,2057,AAMU-JTG,0.00,80,90,72,32.0,37.9,38.5,44.0,44.4,83,84,83,79,75,82,420.20,0.0
2017-07-13,2057,AAMU-JTG,0.00,81,92,72,30.7,37.6,38.8,44.0,44.3,84,85,83,79,75,79,494.90,0.0
2017-07-14,2057,AAMU-JTG,0.20,80,92,71,32.1,37.1,39.1,44.0,44.3,84,85,84,80,75,82,473.80,0.0
2017-07-15,2057,AAMU-JTG,0.61,75,85,69,37.5,39.2,40.1,44.5,46.5,82,83,83,80,75,92,356.20,0.2
2017-07-16,2057,AAMU-JTG,0.00,77,87,68,36.8,40.4,40.7,44.6,47.6,83,84,83,80,76,86,509.10,0.8
2017-07-17,2057,AAMU-JTG,0.00,78,89,70,35.2,39.8,40.5,44.3,45.6,84,85,84,80,76,85,481.00,0.8
2017-07-18,2057,AAMU-JTG,0.00,78,91,67,33.6,39.3,40.5,44.2,45.0,84,85,84,80,76,81,516.70,0.8
2017-07-19,2057,AAMU-JTG,0.01,80,92,69,31.8,38.7,40.5,44.2,44.7,85,86,85,81,76,80,549.80,0.8
2017-07-20,2057,AAMU-JTG,0.01,81,91,71,30.8,38.0,40.4,44.2,44.6,85,86,86,81,76,82,457.50,0.8
2017-07-21,2057,AAMU-JTG,0.00,82,93,71,29.7,37.6,40.4,44.2,44.4,87,88,87,82,76,78,564.30,0.8
2017-07-22,2057,AAMU-JTG,0.00,82,95,73,28.4,37.0,40.3,44.1,44.4,86,88,87,82,76,80,445.90,0.8
2017-07-23,2057,AAMU-JTG,0.00,81,93,73,27.5,36.4,40.2,44.1,44.4,86,88,87,82,77,82,483.80,0.8
2017-07-24,2057,AAMU-JTG,0.48,77,90,69,35.3,40.3,41.3,44.2,44.2,85,86,86,82,77,87,437.40,0.8
2017-07-25,2057,AAMU-JTG,0.00,79,93,69,33.5,39.5,40.8,44.2,44.2,85,86,85,82,77,81,533.40,1.3
2017-07-26,2057,AAMU-JTG,0.00,82,94,71,31.4,38.9,40.7,44.2,44.3,86,87,86,82,77,79,484.90,1.3
2017-07-27,2057,AAMU-JTG,0.00,83,93,74,29.7,38.2,40.6,44.2,44.5,87,88,87,82,77,76,516.00,1.3
2017-07-28,2057,AAMU-JTG,3.14,75,79,71,36.2,40.4,41.4,45.0,47.9,79,80,82,82,78,97,65.32,1.3
2017-07-29,2057,AAMU-JTG,0.00,74,82,63,36.3,40.3,41.1,44.6,47.4,80,81,81,80,78,82,524.10,4.4
2017-07-30,2057,AAMU-JTG,0.00,73,84,63,33.8,39.6,40.9,44.3,45.7,80,81,81,80,78,79,569.20,4.4
2017-07-31,2057,AAMU-JTG,0.00,74,86,61,31.2,39.1,40.8,44.2,45.0,81,82,82,80,78,74,591.40,4.4
2017-08-01,2057,AAMU-JTG,0.00,75,87,63,29.1,38.4,40.7,44.2,44.8,81,82,83,80,78,79,453.60,4.4
2017-08-02,2057,AAMU-JTG,0.00,75,87,66,28.1,37.6,40.6,44.0,44.6,82,83,83,80,77,81,410.70,4.4
2017-08-03,2057,AAMU-JTG,0.00,75,86,64,27.1,36.8,40.5,44.0,44.4,81,82,83,80,77,77,429.90,4.4
2017-08-04,2057,AAMU-JTG,0.00,77,87,68,26.4,36.3,40.4,43.9,44.3,82,84,84,80,77,76,459.40,4.4
2017-08-05,2057,AAMU-JTG,0.00,71,83,62,25.5,35.5,40.2,43.8,44.2,82,83,84,80,77,74,580.00,4.4
2017-08-06,2057,AAMU-JTG,0.50,74,88,61,28.5,36.6,40.5,43.9,44.1,81,82,83,80,77,85,395.20,4.4
2017-08-07,2057,AAMU-JTG,0.56,76,84,70,37.2,40.8,41.7,44.3,44.6,81,82,82,80,77,92,274.30,5.0
2017-08-08,2057,AAMU-JTG,0.85,74,82,67,37.5,41.3,41.6,45.0,50.2,81,81,81,80,77,85,448.20,5.5
2017-08-09,2057,AAMU-JTG,0.43,74,83,68,36.5,40.5,41.3,44.6,47.2,80,80,80,79,77,90,303.90,6.4
2017-08-10,2057,AAMU-JTG,3.36,77,87,70,39.7,42.3,42.0,45.3,50.5,81,81,80,79,77,88,402.10,6.8
2017-08-11,2057,AAMU-JTG,0.52,74,84,68,39.3,42.0,42.0,45.0,49.4,79,80,80,79,78,95,239.10,10.2
2017-08-12,2057,AAMU-JTG,0.01,76,85,68,37.9,41.6,41.7,44.7,48.1,81,81,80,79,78,87,412.30,10.7
2017-08-13,2057,AAMU-JTG,0.00,76,85,68,35.9,40.7,41.3,44.3,45.7,82,82,81,79,77,85,454.00,10.7
2017-08-14,2057,AAMU-JTG,1.06,75,82,71,37.7,41.6,41.8,45.0,48.6,80,80,81,80,77,95,207.00,10.7
2017-08-15,2057,AAMU-JTG,0.27,77,88,71,38.4,41.8,41.8,44.7,47.0,82,82,81,79,77,90,344.60,11.7
2017-08-16,2057,AAMU-JTG,0.00,77,89,70,37.7,41.6,41.8,44.7,47.9,82,82,81,80,77,89,324.50,12.0
2017-08-17,2057,AAMU-JTG,0.00,80,89,73,36.0,40.9,41.5,44.4,45.4,83,83,82,80,77,82,396.70,12.0
2017-08-18,2057,AAMU-JTG,0.18,78,87,66,37.9,41.9,41.4,44.3,44.9,83,84,83,80,78,80,506.90,12.0
2017-08-19,2057,AAMU-JTG,0.00,75,88,64,35.1,40.9,41.3,44.3,44.7,81,82,82,80,78,82,463.00,12.2
2017-08-20,2057,AAMU-JTG,0.00,78,92,68,33.0,40.2,41.2,44.2,44.6,83,84,83,80,78,81,504.30,12.2
2017-08-21,2057,AAMU-JTG,0.00,78,92,67,30.5,39.7,41.1,44.2,44.4,83,84,84,81,78,81,433.80,12.2
2017-08-22,2057,AAMU-JTG,0.07,80,92,68,28.8,39.0,40.9,44.1,44.4,83,85,85,81,78,78,477.10,12.2
2017-08-23,2057,AAMU-JTG,0.00,74,83,64,28.8,38.3,40.8,44.2,44.4,82,83,84,81,78,82,437.90,12.3
2017-08-24,2057,AAMU-JTG,0.00,70,81,60,27.3,37.5,40.6,44.0,44.3,78,80,82,80,78,75,536.90,12.3
2017-08-25,2057,AAMU-JTG,0.00,72,83,60,25.9,36.8,40.4,43.8,44.2,78,80,81,80,78,79,483.30,12.3
2017-08-26,2057,AAMU-JTG,0.00,73,85,62,25.1,36.2,40.3,43.7,44.1,80,81,82,80,78,81,427.20,12.3
2017-08-27,2057,AAMU-JTG,0.00,75,87,64,24.5,35.5,40.3,43.7,44.0,81,82,82,80,78,81,407.50,12.3
2017-08-28,2057,AAMU-JTG,0.00,71,75,65,23.7,34.4,40.1,43.6,44.0,78,80,81,80,78,82,199.40,12.3
2017-08-29,2057,AAMU-JTG,0.00,71,83,61,23.4,33.8,40.0,43.5,43.9,79,80,80,79,78,84,416.60,12.3
2017-08-30,2057,AAMU-JTG,0.77,70,75,68,29.3,33.9,40.6,43.5,43.8,76,77,79,79,77,96,93.70,12.3
2017-08-31,2057,AAMU-JTG,0.39,74,82,68,35.4,40.4,41.4,44.1,44.5,76,76,77,78,77,91,188.60,13.0
2017-09-01,2057,AAMU-JTG,0.31,66,74,62,37.1,41.0,41.6,44.8,50.9,72,73,75,77,77,91,104.20,13.4
2017-09-02,2057,AAMU-JTG,0.00,66,78,57,34.9,39.7,41.0,44.1,46.7,72,73,74,75,77,84,419.80,13.7
2017-09-03,2057,AAMU-JTG,0.01,68,83,55,32.8,39.2,40.8,43.9,45.4,74,75,75,75,76,80,496.20,13.7
2017-09-04,2057,AAMU-JTG,0.00,71,84,58,30.5,38.8,40.8,43.8,44.8,76,76,76,75,76,82,442.40,13.7
2017-09-05,2057,AAMU-JTG,0.34,70,85,60,30.5,38.9,40.7,43.8,44.5,75,76,77,76,76,89,266.90,13.7
2017-09-06,2057,AAMU-JTG,0.00,62,72,50,34.7,40.0,40.7,43.8,44.4,72,73,74,75,76,73,472.30,14.1
2017-09-07,2057,AAMU-JTG,0.00,59,72,47,31.7,39.0,40.6,43.8,44.6,70,71,73,74,75,77,501.90,14.1
2017-09-08,2057,AAMU-JTG,0.00,61,74,49,29.3,38.4,40.5,43.6,44.5,70,71,73,74,75,79,482.90,14.1
2017-09-09,2057,AAMU-JTG,0.00,64,78,54,27.6,37.8,40.4,43.5,44.2,71,72,73,73,75,79,429.80,14.1
2017-09-10,2057,AAMU-JTG,0.00,64,76,53,26.3,37.1,40.3,43.4,44.0,71,72,74,73,74,80,417.70,14.1
2017-09-11,2057,AAMU-JTG,1.88,58,61,56,30.2,37.9,40.5,43.9,45.1,65,67,71,73,74,92,65.79,14.1
2017-09-12,2057,AAMU-JTG,0.47,59,62,57,38.6,42.2,41.7,44.5,50.8,63,64,66,70,74,100,52.77,16.0
2017-09-13,2057,AAMU-JTG,0.05,60,63,56,37.3,40.9,41.3,43.8,47.4,64,65,66,69,73,98,83.10,16.4
2017-09-14,2057,AAMU-JTG,0.00,67,79,60,35.8,40.3,41.0,43.5,45.4,70,70,69,69,72,86,353.50,16.5
2017-09-15,2057,AAMU-JTG,0.00,69,84,59,34.1,39.8,40.9,43.5,44.5,72,73,72,70,72,88,403.40,16.5
2017-09-16,2057,AAMU-JTG,0.02,71,85,61,32.7,39.5,40.8,43.5,44.1,73,74,73,71,72,88,299.40,16.5
2017-09-17,2057,AAMU-JTG,0.03,72,83,65,32.5,39.1,40.7,43.4,43.9,73,74,74,72,72,93,187.80,16.5
2017-09-18,2057,AAMU-JTG,0.01,73,86,62,32.2,39.0,40.7,43.4,43.7,76,76,75,72,72,87,422.40,16.5
2017-09-19,2057,AAMU-JTG,0.13,71,85,63,33.1,38.4,40.6,43.4,43.7,74,75,75,73,72,93,248.90,16.5
2017-09-20,2057,AAMU-JTG,0.02,73,87,63,34.6,38.5,40.5,43.4,43.5,76,77,75,73,72,89,392.50,16.7
2017-09-21,2057,AAMU-JTG,0.00,73,85,65,32.5,38.2,40.5,43.3,43.5,76,77,76,74,72,89,315.20,16.7
2017-09-22,2057,AAMU-JTG,0.00,74,90,65,30.5,37.7,40.4,43.2,43.5,77,78,77,74,73,84,412.10,16.7
2017-09-23,2057,AAMU-JTG,0.01,74,88,65,28.4,36.8,40.4,43.2,43.5,77,78,78,75,73,85,359.70,16.7
2017-09-24,2057,AAMU-JTG,0.00,73,86,63,26.9,35.6,40.3,43.2,43.4,77,78,78,75,73,83,381.50,16.7
2017-09-25,2057,AAMU-JTG,0.00,72,86,64,25.7,34.3,40.2,43.1,43.4,76,77,78,75,73,83,354.40,16.7
2017-09-26,2057,AAMU-JTG,0.01,72,86,61,24.8,33.0,40.1,43.0,43.3,76,77,77,75,73,82,393.50,16.7
2017-09-27,2057,AAMU-JTG,0.00,72,87,62,23.8,31.7,40.0,43.0,43.2,76,77,77,75,74,83,386.20,16.7
2017-09-28,2057,AAMU-JTG,0.00,72,84,63,22.8,30.5,39.9,42.8,43.1,76,77,77,75,74,78,350.20,16.7
2017-09-29,2057,AAMU-JTG,0.00,67,80,58,21.6,29.3,39.7,42.6,43.0,73,75,76,75,74,70,406.80,16.7
2017-09-30,2057,AAMU-JTG,0.00,66,80,57,20.4,28.2,39.5,42.4,42.9,72,73,74,74,74,65,382.50,16.7
2017-10-01,2057,AAMU-JTG,0.00,66,74,54,19.4,27.3,39.4,42.1,42.8,70,72,73,73,74,55,380.90,0.0
2017-10-02,2057,AAMU-JTG,0.00,67,71,63,18.5,26.7,39.2,41.8,42.6,69,70,72,72,73,67,140.40,0.0
2017-10-03,2057,AAMU-JTG,0.00,70,80,60,18.0,26.6,39.0,41.6,42.5,72,73,73,72,73,71,390.30,0.0
2017-10-04,2057,AAMU-JTG,0.00,67,80,56,17.3,26.1,39.0,41.4,42.3,71,72,73,72,73,72,390.60,0.0
2017-10-05,2057,AAMU-JTG,0.00,65,81,53,16.7,25.6,38.8,41.3,42.2,71,72,73,72,73,76,397.30,0.0
2017-10-06,2057,AAMU-JTG,0.00,68,82,53,16.2,25.3,38.6,41.0,42.0,71,72,73,72,72,77,344.70,0.0
2017-10-07,2057,AAMU-JTG,0.22,75,83,67,15.9,25.2,38.4,40.9,42.0,73,74,73,72,72,83,230.90,0.0
2017-10-08,2057,AAMU-JTG,1.45,72,75,70,34.0,37.6,40.2,41.7,41.9,73,74,74,73,72,99,57.84,0.2
2017-10-09,2057,AAMU-JTG,0.01,77,88,70,33.8,39.5,40.5,43.0,42.1,76,76,75,73,72,88,293.10,1.7
2017-10-10,2057,AAMU-JTG,0.97,74,76,70,35.6,40.4,40.9,43.6,45.8,75,76,75,74,72,98,56.49,1.7
2017-10-11,2057,AAMU-JTG,0.00,72,82,59,34.9,40.2,40.9,43.6,50.2,75,76,75,74,72,87,307.90,2.6
2017-10-12,2057,AAMU-JTG,0.00,62,74,56,32.2,38.7,40.5,43.3,47.4,70,71,73,73,72,85,347.50,2.6
2017-10-13,2057,AAMU-JTG,0.01,65,83,52,29.8,37.9,40.3,43.1,45.9,69,69,71,72,72,85,349.60,2.6
2017-10-14,2057,AAMU-JTG,0.00,72,80,66,29.2,37.5,40.2,43.0,45.0,71,72,72,72,72,88,203.20,2.7
2017-10-15,2057,AAMU-JTG,0.24,69,85,53,31.0,38.2,40.1,42.9,44.4,72,72,72,72,72,87,274.10,2.7
2017-10-16,2057,AAMU-JTG,0.00,55,65,48,34.6,39.6,40.0,42.8,44.0,65,66,69,71,72,70,363.70,2.9
2017-10-17,2057,AAMU-JTG,0.00,53,69,41,31.1,38.2,39.8,42.6,43.7,62,62,65,70,72,78,363.00,2.9
2017-10-18,2057,AAMU-JTG,0.00,55,71,44,29.0,37.6,39.7,42.4,43.4,61,62,64,68,71,79,360.90,2.9
2017-10-19,2057,AAMU-JTG,0.00,58,74,45,27.2,36.9,39.6,42.2,43.1,61,62,64,67,71,73,357.40,2.9
2017-10-20,2057,AAMU-JTG,0.01,56,75,41,25.7,36.2,39.5,42.0,42.9,61,61,63,66,70,79,327.70,2.9
2017-10-21,2057,AAMU-JTG,0.00,66,77,50,24.9,35.7,39.4,42.0,42.7,63,63,64,66,70,70,266.10,2.9
2017-10-22,2057,AAMU-JTG,0.20,70,76,64,24.2,35.3,39.4,42.0,42.6,66,67,66,66,69,75,223.00,2.9
2017-10-23,2057,AAMU-JTG,1.25,58,69,48,36.0,39.6,40.6,43.3,48.2,64,65,67,67,69,94,100.90,3.1
2017-10-24,2057,AAMU-JTG,0.00,52,62,40,32.8,38.5,40.2,42.9,46.4,59,60,62,66,69,71,283.80,4.4
2017-10-25,2057,AAMU-JTG,0.00,46,58,38,30.7,37.8,39.9,42.6,45.0,56,57,60,64,69,74,328.10,4.4
2017-10-26,2057,AAMU-JTG,0.00,55,71,38,29.0,37.3,39.8,42.4,44.5,56,57,58,63,68,67,323.60,4.4
2017-10-27,2057,AAMU-JTG,0.59,62,73,45,28.1,37.1,39.8,42.3,44.0,59,60,60,63,68,69,286.20,4.4
2017-10-28,2057,AAMU-JTG,0.56,42,46,38,37.0,40.5,40.8,43.4,49.4,54,55,59,62,67,85,107.20,5.0
2017-10-29,2057,AAMU-JTG,0.00,39,49,31,33.0,38.5,40.1,42.6,46.4,50,51,55,61,67,72,195.50,5.5
2017-10-30,2057,AAMU-JTG,0.00,48,69,29,31.6,38.0,39.9,42.2,44.8,51,52,53,59,66,74,311.40,5.5
2017-10-31,2057,AAMU-JTG,0.00,51,65,41,30.5,37.8,39.8,42.2,44.1,54,54,55,59,65,74,302.40,5.5
2017-11-01,2057,AAMU-JTG,0.01,59,65,46,29.6,37.6,39.8,42.1,43.7,56,57,57,59,65,84,76.60,5.5
2017-11-02,2057,AAMU-JTG,0.00,66,70,62,30.0,37.6,39.8,42.1,43.5,61,61,60,60,64,85,84.40,5.5
2017-11-03,2057,AAMU-JTG,0.04,67,74,61,30.8,37.6,39.8,42.3,43.4,63,64,63,61,64,94,98.90,5.5
2017-11-04,2057,AAMU-JTG,0.01,68,79,59,31.1,37.6,39.9,42.3,43.3,65,66,64,62,64,87,253.50,5.6
2017-11-05,2057,AAMU-JTG,0.00,70,80,63,30.4,37.6,39.8,42.4,43.3,66,66,66,64,64,80,200.80,5.6
2017-11-06,2057,AAMU-JTG,0.20,69,76,66,34.3,37.7,39.8,42.5,43.4,66,67,66,64,65,91,104.10,5.6
2017-11-07,2057,AAMU-JTG,0.27,64,71,51,36.7,39.0,39.9,42.5,43.3,66,67,67,65,65,94,87.80,5.8
2017-11-08,2057,AAMU-JTG,0.22,48,51,46,36.3,40.5,40.7,43.0,46.4,58,59,62,65,65,98,44.43,6.0
2017-11-09,2057,AAMU-JTG,0.03,50,61,41,35.9,40.0,40.6,42.9,47.0,56,57,59,63,65,77,260.60,6.3
2017-11-10,2057,AAMU-JTG,0.00,45,56,36,33.0,38.6,40.2,42.6,45.5,52,53,56,61,65,69,280.10,6.3
2017-11-11,2057,AAMU-JTG,0.00,49,63,33,31.4,38.0,39.9,42.3,44.7,51,52,54,59,65,68,268.00,6.3
2017-11-12,2057,AAMU-JTG,0.00,52,57,48,30.5,37.8,39.9,42.2,44.0,54,55,56,59,64,80,85.60,6.3
2017-11-13,2057,AAMU-JTG,0.00,47,54,37,29.6,37.3,39.8,42.1,43.6,53,54,56,59,64,84,209.40,6.3
2017-11-14,2057,AAMU-JTG,0.00,46,61,35,28.5,36.9,39.6,42.0,43.5,51,52,54,58,63,87,262.40,6.3
2017-11-15,2057,AAMU-JTG,0.00,52,60,40,27.9,36.6,39.6,41.9,43.3,52,53,54,57,63,81,149.40,6.3
2017-11-16,2057,AAMU-JTG,0.00,52,61,39,27.6,36.4,39.5,41.8,43.0,54,56,56,58,62,76,224.70,6.3
2017-11-17,2057,AAMU-JTG,0.00,51,66,33,26.5,35.9,39.4,41.8,43.0,51,52,54,57,62,64,259.30,6.3
2017-11-18,2057,AAMU-JTG,0.37,60,70,45,28.1,36.8,39.5,41.8,43.0,55,56,56,57,62,77,44.77,6.3
2017-11-19,2057,AAMU-JTG,0.00,42,48,29,32.8,38.7,39.7,42.0,42.8,50,52,54,57,62,65,225.90,6.7
2017-11-20,2057,AAMU-JTG,0.00,39,58,24,31.0,37.7,39.3,42.0,43.3,46,47,50,56,61,68,245.30,6.7
2017-11-21,2057,AAMU-JTG,0.00,47,63,34,30.3,37.4,39.3,41.7,43.7,47,48,50,54,61,73,244.10,6.7
2017-11-22,2057,AAMU-JTG,0.00,42,49,31,29.3,36.9,39.2,41.6,43.4,46,47,50,54,60,67,252.90,6.7
2017-11-23,2057,AAMU-JTG,0.00,39,56,26,28.1,36.5,39.1,41.5,43.3,44,45,48,53,60,71,248.20,6.7
2017-11-24,2057,AAMU-JTG,0.00,45,62,28,27.5,36.3,39.0,41.4,43.0,46,46,48,52,59,77,237.60,6.7
2017-11-25,2057,AAMU-JTG,0.00,51,63,38,27.1,36.1,39.0,41.4,42.8,48,49,50,52,59,68,171.80,6.7
2017-11-26,2057,AAMU-JTG,0.00,45,60,33,26.4,35.6,39.0,41.3,42.5,46,47,49,52,58,65,242.60,6.7
2017-11-27,2057,AAMU-JTG,0.00,44,63,29,25.8,35.2,38.8,41.3,42.4,45,46,48,52,58,68,242.50,6.7
2017-11-28,2057,AAMU-JTG,0.00,51,66,37,25.4,34.9,38.8,41.1,42.2,46,47,48,51,58,56,238.00,6.7
2017-11-29,2057,AAMU-JTG,0.00,53,69,38,25.1,34.7,38.8,41.1,42.1,48,49,50,52,57,69,230.90,6.7
2017-11-30,2057,AAMU-JTG,0.04,57,66,48,25.5,34.7,38.9,41.2,42.1,53,53,52,52,57,90,89.60,6.7
2017-12-01,2057,AAMU-JTG,0.01,54,65,44,26.4,34.7,38.9,41.2,42.1,54,55,54,54,57,83,204.70,6.7
